species,decimalLatitude,decimalLongitude
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33638543415252,137.5274523500697
Alectura lathami,-20.33531348980257,137.53163193457274
Alectura lathami,-20.33788780510783,137.52540730478484
Alectura lathami,-20.337767652689173,137.5306122972743
Alectura lathami,-20.33730099731361,137.52880781729996
Alectura lathami,-20.33381755468068,137.52763497034127
Alectura lathami,-20.33414133208839,137.5239588319164
Alectura lathami,-20.334786397524137,137.5289536158513
Alectura lathami,-20.33935048118954,137.5294133131667
Alectura lathami,-20.3385402886425,137.52704826583667
Alectura lathami,-20.336255367172512,137.52954764327242
Alectura lathami,-20.33480145620283,137.53160895409175
Alectura lathami,-20.334044382211285,137.52709178560454
Alectura lathami,-20.335785664784698,137.5316600400573
Alectura lathami,-20.339186233579763,137.5237945540127
Alectura lathami,-20.338448298967798,137.5272132711636
Alectura lathami,-20.333425515527654,137.52802930072642
Alectura lathami,-20.3346427339328,137.53131594825928
Alectura lathami,-20.338725584347433,137.5239974989036
Alectura lathami,-20.33657118513942,137.5275882650995
Alectura lathami,-20.339114648563775,137.52640242500226
Alectura lathami,-20.334406863342604,137.53133226914045
Alectura lathami,-20.34082414575202,137.5269452562524
Alectura lathami,-20.337508409919973,137.5306654330596
Alectura lathami,-20.336255414312397,137.52972439203543
Alectura lathami,-20.335649327912165,137.52638238962402
Alectura lathami,-20.33947097836186,137.52922306501205
Alectura lathami,-20.335071821715957,137.53063590207773
Alectura lathami,-20.33581129481129,137.52465682772575
Alectura lathami,-20.33878729190178,137.53134052429922
Alectura lathami,-20.34008364980683,137.5285212565008
Alectura lathami,-20.34012305272526,137.52630063867898
Alectura lathami,-20.338142242107928,137.5268381740111
Alectura lathami,-20.33487524318196,137.5230290085491
Alectura lathami,-20.339013990827752,137.52679972920484
Alectura lathami,-20.334273929091513,137.5287909226081
Alectura lathami,-20.335246680380298,137.5258561003228
Alectura lathami,-20.33893653097593,137.5275964080757
Alectura lathami,-20.338941856159572,137.52978539203932
